"","date","state","new_cases_norm","new_deaths_norm"
"3509",2020-05-09,"Maine",2.54033909043906,0.0747158556011488
"3510",2020-05-09,"Maryland",17.3100912536379,0.893637598180157
"3511",2020-05-09,"Massachusetts",20.42842019203,1.99937729539017
"3512",2020-05-09,"Michigan",4.16170005447225,1.33054352703079
"3513",2020-05-09,"Minnesota",12.5107397215452,0.427717597317783
"3514",2020-05-09,"Mississippi",9.64329840986027,0.401804100410845
"3515",2020-05-09,"Missouri",2.67691642732205,0.179549272564284
"3516",2020-05-09,"Montana",0,0
"3517",2020-05-09,"Nebraska",20.8887515886854,0.155499391479048
"3518",2020-05-09,"Nevada",3.42737523695027,0.164777655622609
"3519",2020-05-09,"New Hampshire",4.71817041146869,0.737214126791983
"3520",2020-05-09,"New Jersey",18.3083160839286,1.84093429660595
"3521",2020-05-09,"New Mexico",5.01090946575115,0.477229472928681
"3522",2020-05-09,"New York",13.8930046239911,1.15647110313885
"3523",2020-05-09,"North Carolina",4.89232078985941,0.163719396511043
"3524",2020-05-09,"North Dakota",5.13105909006587,0.263131235387994
"3525",2020-05-09,"Ohio",5.80866049893571,0.213868206882758
"3526",2020-05-09,"Oklahoma",1.67381886084453,0.101443567323911
"3527",2020-05-09,"Oregon",2.19533048433524,0.0715868636196275
"3528",2020-05-09,"Pennsylvania",9.05750422032848,0.538765337243677
"3529",2020-05-09,"Rhode Island",19.8616306398755,1.79700467694112
"3530",2020-05-09,"South Carolina",3.22572587191469,0.196690601946017
"3531",2020-05-09,"South Dakota",28.2237725776012,0.340045452742183
"3532",2020-05-09,"Tennessee",5.89363974351589,0.014771026926105
"3533",2020-05-09,"Texas",3.15659150134774,0.0940706076560583
"3534",2020-05-09,"Utah",5.82074938984944,0.158172537767648
"3535",2020-05-09,"Vermont",0.319336291451846,0
"3536",2020-05-09,"Virginia",10.0261984330249,0.176104187933693
"3537",2020-05-09,"Washington",2.01709461142464,0.132703592856884
"3538",2020-05-09,"West Virginia",1.32902728493016,0.05537613687209
"3539",2020-05-09,"Wisconsin",6.00319803604258,0.24081596706188
"3540",2020-05-09,"Wyoming",1.55780225258206,0
"3541",2020-05-10,"Alabama",4.52139592063702,0.0613764152122673
"3542",2020-05-10,"Alaska",0.135604620320624,0
"3543",2020-05-10,"Arizona",2.21706425554189,0.0557752013972803
"3544",2020-05-10,"Arkansas",8.79281311954078,0.0995412805985749
"3545",2020-05-10,"California",3.1018494935605,0.0935358037992979
"3546",2020-05-10,"Colorado",5.75886777850271,0.0702300948597891
"3547",2020-05-10,"Connecticut",15.9544765602149,0.979660841416702
"3548",2020-05-10,"Delaware",17.5770365323195,0.310182997629168
"3549",2020-05-10,"District of Columbia",24.2008384878747,1.70829448149704
"3550",2020-05-10,"Florida",2.79351575695474,0.0281699067928209
"3551",2020-05-10,"Georgia",7.47185577227,0.0285185334819466
"3552",2020-05-10,"Hawaii",0.0703981933007671,0
"3553",2020-05-10,"Idaho",0.114011565333187,0
"3554",2020-05-10,"Illinois",12.9816310705215,0.502312205872658
"3555",2020-05-10,"Indiana",5.88773435498974,0.268982787791409
"3556",2020-05-10,"Iowa",9.12505604146831,0.411894890760722
"3557",2020-05-10,"Kansas",4.19027272836557,0
"3558",2020-05-10,"Kentucky",0.380449207569059,0
"3559",2020-05-10,"Louisiana",3.9270571663643,0.407727246780993
"3560",2020-05-10,"Maine",2.09204395683217,0
"3561",2020-05-10,"Maryland",17.4590308533345,0.496465332322309
"3562",2020-05-10,"Massachusetts",15.2126533344905,2.01386553666112
"3563",2020-05-10,"Michigan",3.8115570210431,0.250102166735111
"3564",2020-05-10,"Minnesota",8.57217351291057,0.356431331098152
"3565",2020-05-10,"Mississippi",4.11849202921116,0.301353075308133
"3566",2020-05-10,"Missouri",2.75852973303308,0.163226611422076
"3567",2020-05-10,"Montana",0,0
"3568",2020-05-10,"Nebraska",4.92414739683652,0.103666260986032
"3569",2020-05-10,"Nevada",2.43870930321461,0
"3570",2020-05-10,"New Hampshire",4.4232847607519,0.147442825358397
"3571",2020-05-10,"New Jersey",16.2428776048098,1.5603040684648
"3572",2020-05-10,"New Mexico",4.05645051989379,0.429506525635813
"3573",2020-05-10,"New York",10.9404213208445,1.09506555783944
"3574",2020-05-10,"North Carolina",3.81369888343372,0.0674138691516061
"3575",2020-05-10,"North Dakota",3.55227167773791,0
"3576",2020-05-10,"Ohio",3.32778929909571,0.0855472827531032
"3577",2020-05-10,"Oklahoma",2.5107282912668,0.0507217836619555
"3578",2020-05-10,"Oregon",1.62263557537822,0
"3579",2020-05-10,"Pennsylvania",10.7440739717,0.203013025628052
"3580",2020-05-10,"Rhode Island",26.9550701541168,0.378316774092867
"3581",2020-05-10,"South Carolina",2.39962534374141,0.0196690601946018
"3582",2020-05-10,"South Dakota",14.0552120466769,0
"3583",2020-05-10,"Tennessee",5.68684536655042,0.014771026926105
"3584",2020-05-10,"Texas",4.13910673686657,0.0836183179164963
"3585",2020-05-10,"Utah",4.68190711792237,0.0316345075535295
"3586",2020-05-10,"Vermont",0.798340728629616,0
"3587",2020-05-10,"Virginia",10.3901470880879,0.140883350346955
"3588",2020-05-10,"Washington",2.01709461142464,0.185785029999638
"3589",2020-05-10,"West Virginia",0.83064205308135,0.05537613687209
"3590",2020-05-10,"Wisconsin",4.8163193412376,0.03440228100884
"3591",2020-05-10,"Wyoming",1.55780225258206,0
"3592",2020-05-11,"Alabama",5.62617139445783,0.204588050707558
"3593",2020-05-11,"Alaska",0.271209240641247,0
"3594",2020-05-11,"Arizona",3.63933189117254,0.0836628020959205
"3595",2020-05-11,"Arkansas",1.02859323285194,0.0995412805985749
"3596",2020-05-11,"California",3.69845624211819,0.128927729561194
"3597",2020-05-11,"Colorado",3.47638969555956,0.298477903154104
"3598",2020-05-11,"Connecticut",5.90595535825497,1.14760269994528
"3599",2020-05-11,"Delaware",12.2005312400806,0.103394332543056
"3600",2020-05-11,"District of Columbia",16.6558711945961,0.711789367290431
"3601",2020-05-11,"Florida",1.81226400367148,0.0657297825165821
"3602",2020-05-11,"Georgia",1.72061818674411,0.351728579610674
"3603",2020-05-11,"Hawaii",0.140796386601534,0
"3604",2020-05-11,"Idaho",1.65316769733122,0.114011565333187
"3605",2020-05-11,"Illinois",11.4668458246868,0.423825923705055
"3606",2020-05-11,"Indiana",7.48668759352756,0.478191622740283
"3607",2020-05-11,"Iowa",13.1172680596107,0.190105334197256
"3608",2020-05-11,"Kansas",3.98419374172464,0.0686929955469766
"3609",2020-05-11,"Kentucky",5.01297779385114,0.290931746964575
"3610",2020-05-11,"Louisiana",4.46354038581298,0.472105233114834
"3611",2020-05-11,"Maine",1.94261224562987,0.0747158556011488
"3612",2020-05-11,"Maryland",13.0735870844875,0.645404932019002
"3613",2020-05-11,"Massachusetts",9.69263341026106,1.86898312395169
"3614",2020-05-11,"Michigan",4.10167553445583,0.330134860090347
"3615",2020-05-11,"Minnesota",9.40978714099123,0.231680365213799
"3616",2020-05-11,"Mississippi",5.79267578092301,0.167418375171185
"3617",2020-05-11,"Missouri",1.9423966759227,0.163226611422076
"3618",2020-05-11,"Montana",0.0941349235859758,0
"3619",2020-05-11,"Nebraska",12.802783231775,0.103666260986032
"3620",2020-05-11,"Nevada",1.0545769959847,0.197733186747131
"3621",2020-05-11,"New Hampshire",6.56120572844865,0
"3622",2020-05-11,"New Jersey",15.8612204945378,0.617386501910531
"3623",2020-05-11,"New Mexico",9.83092714233083,0.381783578342945
"3624",2020-05-11,"New York",8.23857732767058,1.04901139886489
"3625",2020-05-11,"North Carolina",2.75433808247991,0.0963055273594373
"3626",2020-05-11,"North Dakota",3.55227167773791,0.131565617693997
"3627",2020-05-11,"Ohio",5.97975506444191,0.136875652404965
"3628",2020-05-11,"Oklahoma",0.608661403943467,0.0507217836619555
"3629",2020-05-11,"Oregon",1.38401269664613,0.0715868636196275
"3630",2020-05-11,"Pennsylvania",4.06026051256104,0.210821218921439
"3631",2020-05-11,"Rhode Island",16.6459380600862,0.756633548185735
"3632",2020-05-11,"South Carolina",2.73399936704964,0.295035902919026
"3633",2020-05-11,"South Dakota",10.9948029719973,0
"3634",2020-05-11,"Tennessee",5.36188277417611,0.0886261615566299
"3635",2020-05-11,"Texas",3.31337584744117,0.0940706076560583
"3636",2020-05-11,"Utah",3.57469935354884,0.0316345075535295
"3637",2020-05-11,"Vermont",0,0
"3638",2020-05-11,"Virginia",11.6111361244282,0.129143071151375
"3639",2020-05-11,"Washington",5.18871048070417,0.238866467142391
"3640",2020-05-11,"West Virginia",0.38763295810463,0.16612841061627
"3641",2020-05-11,"Wisconsin",3.47463038189284,0.15481026453978
"3642",2020-05-11,"Wyoming",1.21162397423049,0
"3643",2020-05-12,"Alabama",6.13764152122673,0.654681762264184
"3644",2020-05-12,"Alaska",0.406813860961871,0
"3645",2020-05-12,"Arizona",4.96399292435795,0.278876006986402
"3646",2020-05-12,"Arkansas",4.01483165080919,0.0331804268661916
"3647",2020-05-12,"California",4.13579932474734,0.207295565176823
"3648",2020-05-12,"Colorado",5.44283235163366,0.403823045443787
"3649",2020-05-12,"Connecticut",15.8984959407053,0.923680221907176
"3650",2020-05-12,"Delaware",18.1974025275779,1.24073199051667
"3651",2020-05-12,"District of Columbia",13.6663558519763,1.13886298766469
"3652",2020-05-12,"Florida",4.41798038200741,0.206579316480687
"3653",2020-05-12,"Georgia",8.2038314649733,0.475308891365776
"3654",2020-05-12,"Hawaii",0.0703981933007671,0
"3655",2020-05-12,"Idaho",1.88119082799759,0
"3656",2020-05-12,"Illinois",31.7477011367953,1.07526206569616
"3657",2020-05-12,"Indiana",8.09937061016354,0.567852552004086
"3658",2020-05-12,"Iowa",17.0777958553869,0.570316002591769
"3659",2020-05-12,"Kansas",6.56018107473626,0.137385991093953
"3660",2020-05-12,"Kentucky",6.55715398927849,0.179034921208969
"3661",2020-05-12,"Louisiana",5.04294226281755,0.836913822339934
"3662",2020-05-12,"Maine",1.12073783401723,0
"3663",2020-05-12,"Maryland",11.4352514878239,1.20806564198429
"3664",2020-05-12,"Massachusetts",12.6047699057207,0.478111961941129
"3665",2020-05-12,"Michigan",4.20171640114987,0.900367800246401
"3666",2020-05-12,"Minnesota",12.3859887556608,0.409896030762875
"3667",2020-05-12,"Mississippi",7.83517995801147,0.736640850753215
"3668",2020-05-12,"Missouri",1.61594345307855,0.261162578275322
"3669",2020-05-12,"Montana",0.188269847171952,0
"3670",2020-05-12,"Nebraska",8.13780148740351,0.155499391479048
"3671",2020-05-12,"Nevada",5.23992944879897,0.296599780120696
"3672",2020-05-12,"New Hampshire",5.82399160165667,0.663492714112785
"3673",2020-05-12,"New Jersey",8.95771688226552,2.22259140687791
"3674",2020-05-12,"New Mexico",6.82438146288014,0.524952420221549
"3675",2020-05-12,"New York",7.35843117837907,1.42767892821124
"3676",2020-05-12,"North Carolina",3.20697406106926,0.250394371134537
"3677",2020-05-12,"North Dakota",6.97297773778183,0.263131235387994
"3678",2020-05-12,"Ohio",4.03783174594647,0.675823533749515
"3679",2020-05-12,"Oklahoma",2.99258523605538,0.101443567323911
"3680",2020-05-12,"Oregon",1.74194701474427,0
"3681",2020-05-12,"Pennsylvania",6.63696429937862,0.609039076884156
"3682",2020-05-12,"Rhode Island",15.5109877378076,1.32410870932504
"3683",2020-05-12,"South Carolina",2.65532312627124,0.177021541751416
"3684",2020-05-12,"South Dakota",5.55407572812233,0.566742421236972
"3685",2020-05-12,"Tennessee",5.22894353184116,0.23633643081768
"3686",2020-05-12,"Texas",4.73837134860146,0.111491090555328
"3687",2020-05-12,"Utah",2.84710567981766,0.158172537767648
"3688",2020-05-12,"Vermont",0.159668145725923,0
"3689",2020-05-12,"Virginia",8.57040381277307,0.481351447018762
"3690",2020-05-12,"Washington",2.78677544999457,0.199055389285326
"3691",2020-05-12,"West Virginia",0.49838523184881,0.05537613687209
"3692",2020-05-12,"Wisconsin",3.440228100884,0.15481026453978
"3693",2020-05-12,"Wyoming",1.0385348350547,0
"3694",2020-05-13,"Alabama",4.82827799669836,0.306882076061336
"3695",2020-05-13,"Alaska",0,0
"3696",2020-05-13,"Arizona",6.13527215370084,0.446201611178243
"3697",2020-05-13,"Arkansas",2.3889907343658,0.0663608537323833
"3698",2020-05-13,"California",5.22789303397157,0.283135406095172
"3699",2020-05-13,"Colorado",5.95200053936713,0.930548756892206
"3700",2020-05-13,"Connecticut",14.6109416919862,2.35118601940008
"3701",2020-05-13,"Delaware",21.8162041665848,1.03394332543056
"3702",2020-05-13,"District of Columbia",14.0934294723505,1.99301022841321
"3703",2020-05-13,"Florida",2.2488975589602,0.225359254342567
"3704",2020-05-13,"Georgia",5.27592869416012,0.228148267855573
"3705",2020-05-13,"Hawaii",0.211194579902301,0
"3706",2020-05-13,"Idaho",1.7671792626644,0
"3707",2020-05-13,"Illinois",13.389759737793,1.55402838691853
"3708",2020-05-13,"Indiana",5.49920366151326,0.612683016635988
"3709",2020-05-13,"Iowa",11.9449518320609,0.53863178022556
"3710",2020-05-13,"Kansas",6.86929955469766,0.0343464977734883
"3711",2020-05-13,"Kentucky",2.21555714996099,0.0223793651511211
"3712",2020-05-13,"Louisiana",13.1331092121036,0.729617178450199
"3713",2020-05-13,"Maine",2.83920251284366,0.0747158556011488
"3714",2020-05-13,"Maryland",12.46127984129,0.877088753769413
"3715",2020-05-13,"Massachusetts",16.8788010806489,2.52095398114413
"3716",2020-05-13,"Michigan",3.61147528765501,0.400163466776178
"3717",2020-05-13,"Minnesota",7.53852265272592,0.427717597317783
"3718",2020-05-13,"Mississippi",6.09402885623114,0.267869400273896
"3719",2020-05-13,"Missouri",3.99905197984086,0.326453222844152
"3720",2020-05-13,"Montana",0.0941349235859758,0
"3721",2020-05-13,"Nebraska",17.6232643676254,0.207332521972064
"3722",2020-05-13,"Nevada",5.63539582229323,0.329555311245218
"3723",2020-05-13,"New Hampshire",4.4232847607519,0.589771301433587
"3724",2020-05-13,"New Jersey",9.17099585565279,2.17769057037533
"3725",2020-05-13,"New Mexico",7.25388798851595,0.572675367514417
"3726",2020-05-13,"New York",10.8636643892203,0.849443376641812
"3727",2020-05-13,"North Carolina",4.31448762570279,0.173349949246987
"3728",2020-05-13,"North Dakota",9.99898694474376,0.263131235387994
"3729",2020-05-13,"Ohio",4.02072228939585,0.402072228939585
"3730",2020-05-13,"Oklahoma",3.06866791154831,0
"3731",2020-05-13,"Oregon",1.36015040877292,0.0954491514928367
"3732",2020-05-13,"Pennsylvania",6.14504812189527,1.40547479280959
"3733",2020-05-13,"Rhode Island",20.9020017686309,1.7024254834179
"3734",2020-05-13,"South Carolina",2.02591320004398,0.137683421362212
"3735",2020-05-13,"South Dakota",7.82104541307021,0
"3736",2020-05-13,"Tennessee",7.14917703223481,0.103397188482735
"3737",2020-05-13,"Texas",5.13555835870481,0.125427476874744
"3738",2020-05-13,"Utah",5.37786628410002,0.0949035226605886
"3739",2020-05-13,"Vermont",0.319336291451846,0
"3740",2020-05-13,"Virginia",11.1063041190183,0.422650051040864
"3741",2020-05-13,"Washington",1.45973952142572,0.0663517964284421
"3742",2020-05-13,"West Virginia",1.43977955867434,0.05537613687209
"3743",2020-05-13,"Wisconsin",4.9883307462818,0.05160342151326
"3744",2020-05-13,"Wyoming",2.25015880928519,0
"3745",2020-05-14,"Alabama",8.20398083337306,0.470552516627382
"3746",2020-05-14,"Alaska",0.542418481282494,0
"3747",2020-05-14,"Arizona",6.9440125739614,0.418314010479603
"3748",2020-05-14,"Arkansas",4.31345549260491,0.0331804268661916
"3749",2020-05-14,"California",4.37090283159422,0.0631998674319581
"3750",2020-05-14,"Colorado",6.51384129824544,0.509168187733471
"3751",2020-05-14,"Connecticut",17.0460986406506,2.63108911694771
"3752",2020-05-14,"Delaware",28.0198641191682,1.34412632305973
"3753",2020-05-14,"District of Columbia",21.6383967656291,1.13886298766469
"3754",2020-05-14,"Florida",3.79354744809988,0.225359254342567
"3755",2020-05-14,"Georgia",5.28543487198743,0.256666801337519
"3756",2020-05-14,"Hawaii",0,0
"3757",2020-05-14,"Idaho",1.53915613199803,0.171017347999781
"3758",2020-05-14,"Illinois",25.1705506911502,1.02032166817884
"3759",2020-05-14,"Indiana",8.71205362679953,0.403474181687114
"3760",2020-05-14,"Iowa",12.2301098333568,0.380210668394513
"3761",2020-05-14,"Kansas",3.98419374172464,0.0686929955469766
"3762",2020-05-14,"Kentucky",6.60191271958074,0.156655556057848
"3763",2020-05-14,"Louisiana",17.7468648993622,0.772535836006093
"3764",2020-05-14,"Maine",3.73579278005744,0.224147566803446
"3765",2020-05-14,"Maryland",18.1044357853535,0.943284131412388
"3766",2020-05-14,"Massachusetts",24.4126865415395,2.41953629224753
"3767",2020-05-14,"Michigan",11.8248304432361,0.730298326866525
"3768",2020-05-14,"Minnesota",9.39196557443632,0.605933262866859
"3769",2020-05-14,"Mississippi",13.1590842884552,0.502255125513556
"3770",2020-05-14,"Missouri",1.97504199820712,0.261162578275322
"3771",2020-05-14,"Montana",0,0
"3772",2020-05-14,"Nebraska",17.5714312371324,0.570164435423176
"3773",2020-05-14,"Nevada",4.02057479719166,0.263644248996175
"3774",2020-05-14,"New Hampshire",6.11887725237346,0.0737214126791983
"3775",2020-05-14,"New Jersey",12.841639239739,2.73895102665763
"3776",2020-05-14,"New Mexico",6.63348967370866,0.524952420221549
"3777",2020-05-14,"New York",12.0968924239834,0.864794762966664
"3778",2020-05-14,"North Carolina",7.15550068280619,0.163719396511043
"3779",2020-05-14,"North Dakota",8.55176515010979,0
"3780",2020-05-14,"Ohio",5.44080718309736,0.436291142040826
"3781",2020-05-14,"Oklahoma",2.78969810140755,0.152165350985867
"3782",2020-05-14,"Oregon",1.50332413601218,0.0715868636196275
"3783",2020-05-14,"Pennsylvania",7.5270983348247,1.514789498917
"3784",2020-05-14,"Rhode Island",17.1188340277022,0.567475161139301
"3785",2020-05-14,"South Carolina",3.12738057094168,0.177021541751416
"3786",2020-05-14,"South Dakota",6.80090905484366,0.453393936989578
"3787",2020-05-14,"Tennessee",4.83012580483633,0.192023350039365
"3788",2020-05-14,"Texas",4.69307809306336,0.177688925572555
"3789",2020-05-14,"Utah",4.30229302728002,0
"3790",2020-05-14,"Vermont",0.47900443717777,0
"3791",2020-05-14,"Virginia",12.5268779016834,0.328727817476227
"3792",2020-05-14,"Washington",4.89676257641902,0.185785029999638
"3793",2020-05-14,"West Virginia",1.6612841061627,0.16612841061627
"3794",2020-05-14,"Wisconsin",6.50203111067076,0.22361482655746
"3795",2020-05-14,"Wyoming",2.25015880928519,0
"3796",2020-05-15,"Alabama",5.56479497924557,0.204588050707558
"3797",2020-05-15,"Alaska",0.135604620320624,0
"3798",2020-05-15,"Arizona",6.90218117291344,0.376482609431642
"3799",2020-05-15,"Arkansas",3.21850140602059,0
"3800",2020-05-15,"California",5.22789303397157,0.386783188683583
"3801",2020-05-15,"Colorado",6.91766434368923,1.03589389918189
"3802",2020-05-15,"Connecticut",17.3819823577078,1.84736044381435
"3803",2020-05-15,"Delaware",15.5091498814584,1.13733765797362
"3804",2020-05-15,"District of Columbia",19.2183129168416,1.42357873458086
"3805",2020-05-15,"Florida",4.3569455839563,0.197189347549746
"3806",2020-05-15,"Georgia",7.79506581839873,0.399259468747252
"3807",2020-05-15,"Hawaii",0.0703981933007671,0
"3808",2020-05-15,"Idaho",2.10921395866397,0.0570057826665937
"3809",2020-05-15,"Illinois",19.2055932464124,1.02032166817884
"3810",2020-05-15,"Indiana",9.77304128975454,0.672456969478523
"3811",2020-05-15,"Iowa",11.8498991649623,0.570316002591769
"3812",2020-05-15,"Kansas",11.609116247439,0.20607898664093
"3813",2020-05-15,"Kentucky",4.05066509235293,0.0447587303022423
"3814",2020-05-15,"Louisiana",7.46784641472556,0.665239192116358
"3815",2020-05-15,"Maine",2.83920251284366,0
"3816",2020-05-15,"Maryland",17.9389473412461,0.744697998483464
"3817",2020-05-15,"Massachusetts",17.9509309346987,1.59370653980376
"3818",2020-05-15,"Michigan",4.93201472801639,0.380155293437369
"3819",2020-05-15,"Minnesota",14.2037885442614,0.356431331098152
"3820",2020-05-15,"Mississippi",10.6478086608874,0.435287775445082
"3821",2020-05-15,"Missouri",1.25684490794998,0.244839917133114
"3822",2020-05-15,"Montana",0.376539694343903,0
"3823",2020-05-15,"Nebraska",18.4007613250207,0.25916565246508
"3824",2020-05-15,"Nevada",4.25126351506331,0.197733186747131
"3825",2020-05-15,"New Hampshire",6.04515583969426,0.589771301433587
"3826",2020-05-15,"New Jersey",13.4814761599009,2.15524015212403
"3827",2020-05-15,"New Mexico",7.58794861956603,0.524952420221549
"3828",2020-05-15,"New York",14.1181582900889,0.706163770943193
"3829",2020-05-15,"North Carolina",5.74943998335841,0.269655476606424
"3830",2020-05-15,"North Dakota",6.44671526700584,0.263131235387994
"3831",2020-05-15,"Ohio",5.07295386725902,0.402072228939585
"3832",2020-05-15,"Oklahoma",3.14475058704124,0.0253608918309778
"3833",2020-05-15,"Oregon",1.47946184813897,0
"3834",2020-05-15,"Pennsylvania",7.96435715925435,1.04629790131381
"3835",2020-05-15,"Rhode Island",19.199576285213,1.04037112875538
"3836",2020-05-15,"South Carolina",4.28785512242318,0.177021541751416
"3837",2020-05-15,"South Dakota",10.7681060035025,0.113348484247394
"3838",2020-05-15,"Tennessee",4.85966785868854,0.0590841077044199
"3839",2020-05-15,"Texas",6.33408758217459,0.153300249513577
"3840",2020-05-15,"Utah",5.37786628410002,0.0316345075535295
"3841",2020-05-15,"Vermont",0.159668145725923,0
"3842",2020-05-15,"Virginia",10.0848998290028,0.25828614230275
"3843",2020-05-15,"Washington",3.58299700713587,0.225596107856703
"3844",2020-05-15,"West Virginia",0.71988977933717,0.11075227374418
"3845",2020-05-15,"Wisconsin",10.114270616599,0.18921254554862
"3846",2020-05-15,"Wyoming",2.59633708763676,0
"3847",2020-05-16,"Alabama",6.15810032629748,0.0409176101415115
"3848",2020-05-16,"Alaska",0.542418481282494,0
"3849",2020-05-16,"Arizona",6.44203576138588,0.390426409780962
"3850",2020-05-16,"Arkansas",3.81574908961204,0
"3851",2020-05-16,"California",4.84869382937982,0.156735671231256
"3852",2020-05-16,"Colorado",6.97033691483407,0.737415996027786
"3853",2020-05-16,"Connecticut",17.2980114284435,1.5114767267572
"3854",2020-05-16,"Delaware",17.9906138624917,1.55091498814584
"3855",2020-05-16,"District of Columbia",24.3431963613328,0.996505114206604
"3856",2020-05-16,"Florida",3.15972454526141,0.220664269877097
"3857",2020-05-16,"Georgia",3.92605144268131,0.0950617782731553
"3858",2020-05-16,"Hawaii",0.0703981933007671,0
"3859",2020-05-16,"Idaho",1.71017347999781,0
"3860",2020-05-16,"Illinois",16.8039130120837,0.58079848804026
"3861",2020-05-16,"Indiana",9.53394547838439,0.747174410531692
"3862",2020-05-16,"Iowa",8.83989804017243,0.316842223662094
"3863",2020-05-16,"Kansas",1.82036438199488,0.0686929955469766
"3864",2020-05-16,"Kentucky",4.36397620446862,0.0671380954533634
"3865",2020-05-16,"Louisiana",6.00861205782517,0.665239192116358
"3866",2020-05-16,"Maine",3.3622135020517,0.0747158556011488
"3867",2020-05-16,"Maryland",16.1847698337073,0.761246842894208
"3868",2020-05-16,"Massachusetts",21.9062208016663,1.63717126361659
"3869",2020-05-16,"Michigan",4.34177361452153,0.550224766817245
"3870",2020-05-16,"Minnesota",12.9919220185277,0.30296663143343
"3871",2020-05-16,"Mississippi",10.7817433610243,0.56922247558203
"3872",2020-05-16,"Missouri",3.70524407928112,0.228517255990906
"3873",2020-05-16,"Montana",0.188269847171952,0
"3874",2020-05-16,"Nebraska",23.5322412438293,0.362831913451112
"3875",2020-05-16,"Nevada",2.53757589658818,0.131822124498087
"3876",2020-05-16,"New Hampshire",6.78236996648625,0.88465695215038
"3877",2020-05-16,"New Jersey",13.2906476047649,1.24599821294671
"3878",2020-05-16,"New Mexico",8.8287452491806,0.286337683757209
"3879",2020-05-16,"New York",11.1809263732672,1.01319149744023
"3880",2020-05-16,"North Carolina",7.88742269073791,0.105936080095381
"3881",2020-05-16,"North Dakota",11.4462087393777,0
"3882",2020-05-16,"Ohio",4.44845870316137,0.248087119983999
"3883",2020-05-16,"Oklahoma",3.82949466647764,0.0760826754929333
"3884",2020-05-16,"Oregon",1.69422243899785,0
"3885",2020-05-16,"Pennsylvania",8.19860295805595,0.452875211016424
"3886",2020-05-16,"Rhode Island",20.3345266074916,0.945791935232168
"3887",2020-05-16,"South Carolina",4.99594128942884,0
"3888",2020-05-16,"South Dakota",8.1610908658124,0
"3889",2020-05-16,"Tennessee",4.23928472779213,0.0590841077044199
"3890",2020-05-16,"Texas",3.06252089369168,0.10452289739562
"3891",2020-05-16,"Utah",4.36556204238708,0.0316345075535295
"3892",2020-05-16,"Vermont",0.159668145725923,0
"3893",2020-05-16,"Virginia",11.8694222667309,0.293506979889489
"3894",2020-05-16,"Washington",2.72042365356612,0.0928925149998189
"3895",2020-05-16,"West Virginia",1.21827501118598,0.05537613687209
"3896",2020-05-16,"Wisconsin",8.84138621927188,0.13760912403536
"3897",2020-05-16,"Wyoming",4.3272284793946,0
"3898",2020-05-17,"Alabama",1.98450409186331,0.0613764152122673
"3899",2020-05-17,"Alaska",0.542418481282494,0
"3900",2020-05-17,"Arizona",4.26680290689195,0.0139438003493201
"3901",2020-05-17,"Arkansas",6.00565726278069,0
"3902",2020-05-17,"California",3.62261640119984,0.0910078091020196
"3903",2020-05-17,"Colorado",5.35504473305892,0.403823045443787
"3904",2020-05-17,"Connecticut",20.0410617844102,1.93133137307864
"3905",2020-05-17,"Delaware",12.7175029027959,0.413577330172224
"3906",2020-05-17,"District of Columbia",11.530987750105,1.13886298766469
"3907",2020-05-17,"Florida",3.64800292967031,0.0422548601892313
"3908",2020-05-17,"Georgia",2.84234717036734,0.104567956100471
"3909",2020-05-17,"Hawaii",0.0703981933007671,0
"3910",2020-05-17,"Idaho",0.114011565333187,0
"3911",2020-05-17,"Illinois",13.2720303145416,0.384582782621253
"3912",2020-05-17,"Indiana",7.47174410531692,0.149434882106338
"3913",2020-05-17,"Iowa",10.2340038242856,0.158421111831047
"3914",2020-05-17,"Kansas",0.240425484414418,0
"3915",2020-05-17,"Kentucky",0.447587303022423,0
"3916",2020-05-17,"Louisiana",6.75968856505331,0.257511945335364
"3917",2020-05-17,"Maine",2.9139183684448,0
"3918",2020-05-17,"Maryland",13.8513827717924,0.579209554376027
"3919",2020-05-17,"Massachusetts",15.6038358488059,1.33291819692678
"3920",2020-05-17,"Michigan",6.38260729508004,0.110044953363449
"3921",2020-05-17,"Minnesota",12.6176691208746,0.392074464207968
"3922",2020-05-17,"Mississippi",5.79267578092301,0.368320425376608
"3923",2020-05-17,"Missouri",4.48873181410709,0.130581289137661
"3924",2020-05-17,"Montana",0,0
"3925",2020-05-17,"Nebraska",6.63464070310605,0
"3926",2020-05-17,"Nevada",4.11944139056523,0.0329555311245218
"3927",2020-05-17,"New Hampshire",2.94885650716793,0.0737214126791983
"3928",2020-05-17,"New Jersey",13.9753853614293,1.20109737644412
"3929",2020-05-17,"New Mexico",4.342788203651,0.286337683757209
"3930",2020-05-17,"New York",9.72766180118123,1.10018268661439
"3931",2020-05-17,"North Carolina",5.08493184457829,0.0770444218875498
"3932",2020-05-17,"North Dakota",6.84141212008783,0.131565617693997
"3933",2020-05-17,"Ohio",3.84107299561433,0.128320924129655
"3934",2020-05-17,"Oklahoma",1.85134510366138,0
"3935",2020-05-17,"Oregon",0.262485166605301,0
"3936",2020-05-17,"Pennsylvania",4.03683593268088,0.109314706107413
"3937",2020-05-17,"Rhode Island",22.699006445572,0.945791935232168
"3938",2020-05-17,"South Carolina",3.04870433016327,0.0983453009730087
"3939",2020-05-17,"South Dakota",3.17375755892704,0
