"state","date","avg_retail_rec_change","avg_parks_change","treatment_group","in_quarantine","quarantine_length","mask_order","population","population_density","new_cases","new_cases_per_100k"
"Alabama","2020-02-15",5.1551724137931,49.5714285714286,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-16",-1.45454545454545,-5.47619047619048,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-17",-1.16949152542373,12.9333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-18",-4.28070175438596,-12.4666666666667,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-19",1.43859649122807,6.66666666666667,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-20",-7.56896551724138,-27.5882352941176,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-21",0.523809523809524,9.33333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-22",4.91379310344828,61.5833333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-23",3.14545454545455,12.0555555555556,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-24",-3.68421052631579,-19.6,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-25",8.40350877192983,31.8333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-26",18.6315789473684,5,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-27",16.6491228070175,9.84615384615385,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-28",14.2258064516129,20.3571428571429,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-02-29",19.6896551724138,73.3333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-01",22.5740740740741,43.8666666666667,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-02",10.0350877192982,-11.9333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-03",26.5178571428571,33.25,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-04",7.42105263157895,-5.58333333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-05",10.1052631578947,-1,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-06",9.14754098360656,27.3571428571429,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-07",14.4310344827586,75.8181818181818,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-08",14.9444444444444,57.9230769230769,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-09",11.7543859649123,35.2307692307692,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-10",10.4912280701754,21,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-11",10.6666666666667,27.0833333333333,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-12",14.2105263157895,43.5384615384615,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-13",8.09523809523809,23.2,1,0,0,0,4887871,93.24,0,0
"Alabama","2020-03-14",7.03448275862069,61.1818181818182,1,0,0,0,4887871,93.24,6,0.122752830424535
"Alabama","2020-03-15",-1.69090909090909,2.52941176470588,1,0,0,0,4887871,93.24,11,0.225046855778313
"Alabama","2020-03-16",1.71929824561404,13.9285714285714,1,0,0,0,4887871,93.24,6,0.122752830424535
"Alabama","2020-03-17",-5.89473684210526,27.1666666666667,1,0,0,0,4887871,93.24,10,0.204588050707558
"Alabama","2020-03-18",-9.10344827586207,42,1,0,0,0,4887871,93.24,12,0.245505660849069
"Alabama","2020-03-19",-14.1694915254237,22.3333333333333,1,0,0,0,4887871,93.24,27,0.552387736910405
"Alabama","2020-03-20",-24.90625,5.33333333333333,1,0,0,0,4887871,93.24,28,0.572846541981161
"Alabama","2020-03-21",-28.7868852459016,22.4285714285714,1,0,0,0,4887871,93.24,25,0.511470126768894
"Alabama","2020-03-22",-35.3333333333333,1.5,1,0,0,0,4887871,93.24,26,0.53192893183965
"Alabama","2020-03-23",-28.9827586206897,-16.6,1,0,0,0,4887871,93.24,39,0.797893397759474
"Alabama","2020-03-24",-27.3833333333333,2.75,1,0,0,0,4887871,93.24,46,0.941105033254765
"Alabama","2020-03-25",-22.7118644067797,34.4,1,0,0,0,4887871,93.24,144,2.94606793018883
"Alabama","2020-03-26",-24.4,28.2727272727273,1,0,0,0,4887871,93.24,152,3.10973837075487
"Alabama","2020-03-27",-27.53125,41.2142857142857,1,0,0,0,4887871,93.24,101,2.06633931214633
"Alabama","2020-03-28",-29.8666666666667,21.4545454545455,1,0,0,0,4887871,93.24,81,1.65716321073122
"Alabama","2020-03-29",-35.8545454545455,18.9230769230769,1,0,0,0,4887871,93.24,110,2.25046855778313
"Alabama","2020-03-30",-29.55,7,1,0,0,0,4887871,93.24,117,2.39368019327842
"Alabama","2020-03-31",-33.6065573770492,-19.4285714285714,1,0,0,0,4887871,93.24,52,1.0638578636793
"Alabama","2020-04-01",-19.4067796610169,21,1,0,0,0,4887871,93.24,109,2.23000975271238
"Alabama","2020-04-02",-25.5166666666667,11.9166666666667,1,0,0,0,4887871,93.24,162,3.31432642146243
"Alabama","2020-04-03",-24.578125,25.8,1,0,0,0,4887871,93.24,265,5.42158334375028
"Alabama","2020-04-04",-34.8833333333333,5.83333333333333,1,1,1,0,4887871,93.24,97,1.98450409186331
"Alabama","2020-04-05",-47.2982456140351,3.29411764705882,1,1,2,0,4887871,93.24,208,4.2554314547172
"Alabama","2020-04-06",-36.6176470588235,1.42857142857143,1,1,3,0,4887871,93.24,165,3.3757028366747
"Alabama","2020-04-07",-37.2352941176471,-13.6428571428571,1,1,4,0,4887871,93.24,192,3.9280905735851
"Alabama","2020-04-08",-35.0285714285714,1.83333333333333,1,1,5,0,4887871,93.24,301,6.15810032629748
"Alabama","2020-04-09",-32.4571428571429,5.84615384615385,1,1,6,0,4887871,93.24,340,6.95599372405696
"Alabama","2020-04-10",-31.7692307692308,8.4,1,1,7,0,4887871,93.24,170,3.47799686202848
"Alabama","2020-04-11",-35.8055555555556,21.4615384615385,1,1,8,0,4887871,93.24,254,5.19653648797196
"Alabama","2020-04-12",-61.3529411764706,-47.0416666666667,1,1,9,0,4887871,93.24,321,6.5672764277126
"Alabama","2020-04-13",-28.5882352941176,-7.64285714285714,1,1,10,0,4887871,93.24,222,4.54185472570778
"Alabama","2020-04-14",-25.8823529411765,3.53846153846154,1,1,11,0,4887871,93.24,148,3.02790315047185
"Alabama","2020-04-15",-13.9411764705882,11.5454545454545,1,1,12,0,4887871,93.24,288,5.89213586037766
"Alabama","2020-04-16",-20.5833333333333,14.75,1,1,13,0,4887871,93.24,163,3.33478522653319
"Alabama","2020-04-17",-25.1025641025641,30.3571428571429,1,1,14,0,4887871,93.24,168,3.43707925188697
"Alabama","2020-04-18",-26.6666666666667,12.4545454545455,1,1,15,0,4887871,93.24,151,3.08927956568412
"Alabama","2020-04-19",-41.2647058823529,-40.7391304347826,1,1,16,0,4887871,93.24,180,3.68258491273604
"Alabama","2020-04-20",-17.9411764705882,9.41666666666667,1,1,17,0,4887871,93.24,175,3.58029088738226
"Alabama","2020-04-21",-18.3333333333333,17.75,1,1,18,0,4887871,93.24,249,5.09424246261818
"Alabama","2020-04-22",-17.7142857142857,13.0909090909091,1,1,19,0,4887871,93.24,283,5.78984183502388
"Alabama","2020-04-23",-31.8333333333333,-25.3888888888889,1,1,20,0,4887871,93.24,222,4.54185472570778
"Alabama","2020-04-24",-21.7948717948718,34.2142857142857,1,1,21,0,4887871,93.24,194,3.96900818372662
"Alabama","2020-04-25",-25.1388888888889,16.9090909090909,1,1,22,0,4887871,93.24,187,3.82579654823133
"Alabama","2020-04-26",-24.5757575757576,19.4285714285714,1,1,23,0,4887871,93.24,208,4.2554314547172
"Alabama","2020-04-27",-15.9117647058824,18.1666666666667,1,1,24,0,4887871,93.24,118,2.41413899834918
"Alabama","2020-04-28",-16.3030303030303,22.4545454545455,1,1,25,0,4887871,93.24,211,4.31680786992946
"Alabama","2020-04-29",-16.9117647058824,-6.23076923076923,1,1,26,0,4887871,93.24,175,3.58029088738226
"Alabama","2020-04-30",-12.0277777777778,17.6666666666667,1,0,0,0,4887871,93.24,143,2.92560912511807
"Alabama","2020-05-01",-10.6315789473684,37.0909090909091,1,0,0,0,4887871,93.24,226,4.6236899459908
"Alabama","2020-05-02",-13.1666666666667,46.1,1,0,0,0,4887871,93.24,317,6.48544120742957
"Alabama","2020-05-03",-14.28125,48.5,1,0,0,0,4887871,93.24,277,5.66708900459934
"Alabama","2020-05-04",-6.32352941176471,15.8333333333333,1,0,0,0,4887871,93.24,224,4.58277233584929
"Alabama","2020-05-05",-7.48484848484848,17.6923076923077,1,0,0,0,4887871,93.24,325,6.64911164799562
"Alabama","2020-05-06",-5.67647058823529,37.7,1,0,0,0,4887871,93.24,254,5.19653648797196
"Alabama","2020-05-07",-9.63888888888889,35.5,1,0,0,0,4887871,93.24,355,7.26287580011829
"Alabama","2020-05-08",-17.8684210526316,-1.125,1,0,0,0,4887871,93.24,339,6.9355349189862
"Alabama","2020-05-09",-7.25,39.6363636363636,1,0,0,0,4887871,93.24,283,5.78984183502388
"Alabama","2020-05-10",-12.84375,49.9,1,0,0,0,4887871,93.24,221,4.52139592063702
"Alabama","2020-05-11",-6.08823529411765,29.75,1,0,0,0,4887871,93.24,275,5.62617139445783
"Alabama","2020-05-12",-4.24242424242424,32.1,1,0,0,0,4887871,93.24,300,6.13764152122673
"Alabama","2020-05-13",0.176470588235294,47.5,1,0,0,0,4887871,93.24,236,4.82827799669836
"Alabama","2020-05-14",-3.6,46.7142857142857,1,0,0,0,4887871,93.24,401,8.20398083337306
"Alabama","2020-05-15",-8.29545454545454,44.7272727272727,1,0,0,0,4887871,93.24,272,5.56479497924557
"Alabama","2020-05-16",-6.85714285714286,61.1818181818182,1,0,0,0,4887871,93.24,301,6.15810032629748
"Alabama","2020-05-17",-11.5526315789474,23.5454545454545,1,0,0,0,4887871,93.24,97,1.98450409186331
"Alabama","2020-05-18",-3.64102564102564,15.8571428571429,1,0,0,0,4887871,93.24,315,6.44452359728806
"Alabama","2020-05-19",-0.230769230769231,43.4444444444444,1,0,0,0,4887871,93.24,290,5.93305347051917
"Alabama","2020-05-20",3.89473684210526,46.2222222222222,1,0,0,0,4887871,93.24,676,13.8301522278309
"Alabama","2020-05-21",1,46.5714285714286,1,0,0,0,4887871,93.24,362,7.40608743561358
"Alabama","2020-05-22",-5.74418604651163,38.2142857142857,1,0,0,0,4887871,93.24,256,5.23745409811347
"Alabama","2020-05-23",-6.02380952380952,52.8,1,0,0,0,4887871,93.24,479,9.79976762889201
"Alabama","2020-05-24",-6.89189189189189,65.4444444444444,1,0,0,0,4887871,93.24,329,6.73094686827864
"Alabama","2020-05-25",-16.1538461538462,55.2222222222222,1,0,0,0,4887871,93.24,508,10.3930729759439
"Alabama","2020-05-26",-7.25641025641026,-6.58333333333333,1,0,0,0,4887871,93.24,664,13.5846465669818
"Alabama","2020-05-27",-4.53846153846154,14.0833333333333,1,0,0,0,4887871,93.24,382,7.8152635370287
"Alabama","2020-05-28",-0.45,34.8888888888889,1,0,0,0,4887871,93.24,498,10.1884849252364
"Alabama","2020-05-29",-5,47.25,1,0,0,0,4887871,93.24,501,10.2498613404486
"Alabama","2020-05-30",-3.5952380952381,71.7,1,0,0,0,4887871,93.24,328,6.71048806320789
"Alabama","2020-05-31",-3.2972972972973,65,1,0,0,0,4887871,93.24,593,12.1320714069582
"Alabama","2020-06-01",4.36842105263158,40.5,1,0,0,0,4887871,93.24,582,11.9070245511799
"Alabama","2020-06-02",2,47.5555555555556,1,0,0,0,4887871,93.24,237,4.84873680176911
"Alabama","2020-06-03",8.02631578947368,45.75,1,0,0,0,4887871,93.24,80,1.63670440566046
"Alabama","2020-06-04",1.325,39.2,1,0,0,0,4887871,93.24,221,4.52139592063702
"Alabama","2020-06-05",-5.44186046511628,38.9230769230769,1,0,0,0,4887871,93.24,315,6.44452359728806
"Alabama","2020-06-06",-3.4047619047619,52.6,1,0,0,0,4887871,93.24,656,13.4209761264158
"Alabama","2020-06-07",-7.32432432432432,20.4,1,0,0,0,4887871,93.24,457,9.34967391733538
"Alabama","2020-06-08",-5.73684210526316,4.5,1,0,0,0,4887871,93.24,425,8.6949921550712
"Alabama","2020-06-09",-4.05128205128205,5.61538461538461,1,0,0,0,4887871,93.24,497,10.1680261201656
"Alabama","2020-06-10",3.02631578947368,47.875,1,0,0,0,4887871,93.24,567,11.6001424751185
"Alabama","2020-06-11",1.825,55.375,1,0,0,0,4887871,93.24,856,17.5127371405669
"Alabama","2020-06-12",-3.54545454545455,74.3,1,0,0,0,4887871,93.24,865,17.6968663862037
"Alabama","2020-06-13",-1.33333333333333,82.7777777777778,1,0,0,0,4887871,93.24,891,18.2287953180434
"Alabama","2020-06-14",-2.62162162162162,61.4444444444444,1,0,0,0,4887871,93.24,1014,20.7452283417463
"Alabama","2020-06-15",1.05263157894737,57.4444444444444,1,0,0,0,4887871,93.24,657,13.4414349314865
"Alabama","2020-06-16",2,65.5,1,0,0,0,4887871,93.24,640,13.0936352452837
"Alabama","2020-06-17",4.44736842105263,73.5,1,0,0,0,4887871,93.24,400,8.1835220283023
"Alabama","2020-06-18",1,68.4444444444444,1,0,0,0,4887871,93.24,894,18.2901717332556
"Alabama","2020-06-19",-2.09090909090909,77.5,1,0,0,0,4887871,93.24,796,16.2852088363216
"Alabama","2020-06-20",1.85714285714286,83.1111111111111,1,0,0,0,4887871,93.24,547,11.1909663737034
"Alabama","2020-06-21",-5.2972972972973,42.9,1,0,0,0,4887871,93.24,472,9.65655599339672
"Alabama","2020-06-22",-5.02631578947368,22.1818181818182,1,0,0,0,4887871,93.24,433,8.85866259563724
"Alabama","2020-06-23",-2.58974358974359,26.8333333333333,1,0,0,0,4887871,93.24,643,13.1550116604959
"Alabama","2020-06-24",-0.282051282051282,23,1,0,0,0,4887871,93.24,967,19.7836645034208
"Alabama","2020-06-25",-2.4,43.6666666666667,1,0,0,0,4887871,93.24,1142,23.3639553908031
"Alabama","2020-06-26",-6.64444444444444,40.2857142857143,1,0,0,0,4887871,93.24,977,19.9882525541284
"Alabama","2020-06-27",-4.04651162790698,51.1111111111111,1,0,0,0,4887871,93.24,900,18.4129245636802
"Alabama","2020-06-28",-5.83783783783784,50.2222222222222,1,0,0,0,4887871,93.24,358,7.32425221533056
"Alabama","2020-06-29",-2,31.8181818181818,1,0,0,0,4887871,93.24,1734,35.4755679926905
"Alabama","2020-06-30",1.97435897435897,40.2222222222222,1,0,0,0,4887871,93.24,870,17.7991604115575
"Alabama","2020-07-01",8.97435897435897,35.1111111111111,1,0,0,0,4887871,93.24,917,18.760724249883
"Alabama","2020-07-02",12.7692307692308,48,1,0,0,0,4887871,93.24,1149,23.5071670262984
"Alabama","2020-07-03",1.54761904761905,66.0909090909091,1,0,0,0,4887871,93.24,1754,35.8847440941056
"Alabama","2020-07-04",-28,52.6,1,0,0,0,4887871,93.24,997,20.3974286555435
"Alabama","2020-07-05",-12.2432432432432,28.6666666666667,1,0,0,0,4887871,93.24,1091,22.3205563321945
"Alabama","2020-07-06",-0.447368421052632,30.9090909090909,1,0,0,0,4887871,93.24,925,18.9243946904491
"Alabama","2020-07-07",-1.92307692307692,31,1,0,0,0,4887871,93.24,907,18.5561361991755
"Alabama","2020-07-08",0.846153846153846,38.6,1,0,0,0,4887871,93.24,1177,24.0800135682795
"Alabama","2020-07-09",-1.825,46,1,0,0,0,4887871,93.24,2212,45.2548768165117
"Alabama","2020-07-10",-7.22727272727273,40.8333333333333,1,0,0,0,4887871,93.24,1334,27.2920459643882
"Alabama","2020-07-11",-4.66666666666667,68.1,1,0,0,0,4887871,93.24,1439,29.4402204968175
"Alabama","2020-07-12",-11.5945945945946,23.0909090909091,1,0,0,0,4887871,93.24,1640,33.5524403160394
"Alabama","2020-07-13",-2.55263157894737,28.5,1,0,0,0,4887871,93.24,1958,40.0583403285398
"Alabama","2020-07-14",0.615384615384615,57.5,1,0,0,0,4887871,93.24,1710,34.9845566709923
"Alabama","2020-07-15",0.578947368421053,37.4285714285714,1,0,0,0,4887871,93.24,1812,37.0713547882094
"Alabama","2020-07-16",-3.625,37.3333333333333,1,0,0,1,4887871,93.24,2021,41.3472450479974
"Alabama","2020-07-17",-8.02272727272727,38.1666666666667,1,0,0,1,4887871,93.24,2003,40.9789865567238
"Alabama","2020-07-18",-5.72093023255814,53.3636363636364,1,0,0,1,4887871,93.24,2143,43.8432192666296
"Alabama","2020-07-19",-7.57894736842105,37.7272727272727,1,0,0,1,4887871,93.24,1777,36.355296610733
"Alabama","2020-07-20",-5.78947368421053,23,1,0,0,1,4887871,93.24,1880,38.4625535330208
"Alabama","2020-07-21",-5.12820512820513,22.4545454545455,1,0,0,1,4887871,93.24,1467,30.0130670387987
"Alabama","2020-07-22",-0.921052631578947,39,1,0,0,1,4887871,93.24,1455,29.7675613779496
"Alabama","2020-07-23",-4.725,21.4444444444444,1,0,0,1,4887871,93.24,2399,49.0806733647431
"Alabama","2020-07-24",-8.77272727272727,31,1,0,0,1,4887871,93.24,1793,36.6826374918651
"Alabama","2020-07-25",-6.67441860465116,44.1111111111111,1,0,0,1,4887871,93.24,2125,43.474960775356
"Alabama","2020-07-26",-8.23684210526316,36.7,1,0,0,1,4887871,93.24,1164,23.8140491023597
"Alabama","2020-07-27",-4.89473684210526,21.1,1,0,0,1,4887871,93.24,1821,37.2554840338462
"Alabama","2020-07-28",-5.23076923076923,23.0909090909091,1,0,0,1,4887871,93.24,1251,25.5939651435154
"Alabama","2020-07-29",-2.71052631578947,28.1111111111111,1,0,0,1,4887871,93.24,1416,28.9696679801901
"Alabama","2020-07-30",-4.45,31.4444444444444,1,0,0,1,4887871,93.24,1980,40.5084340400964
"Alabama","2020-07-31",-3.55813953488372,35.8461538461538,1,0,0,1,4887871,93.24,1961,40.119716743752
"Alabama","2020-08-01",-1.64285714285714,53,1,0,0,1,4887871,93.24,1626,33.2660170450489
"Alabama","2020-08-02",-4.84210526315789,41,1,0,0,1,4887871,93.24,2095,42.8611966232333
"Alabama","2020-08-03",3.27027027027027,29.9090909090909,1,0,0,1,4887871,93.24,1217,24.8983657711098
"Alabama","2020-08-04",1.05128205128205,34,1,0,0,1,4887871,93.24,1041,21.2976160786567
"Alabama","2020-08-05",1.94736842105263,44,1,0,0,1,4887871,93.24,952,19.4767824273595
"Alabama","2020-08-06",-2.975,37.4545454545455,1,0,0,1,4887871,93.24,1938,39.6491642271247
"Alabama","2020-08-07",-6.90909090909091,39.2307692307692,1,0,0,1,4887871,93.24,1709,34.9640978659216
"Alabama","2020-08-08",-5.11627906976744,50.6,1,0,0,1,4887871,93.24,1872,38.2988830924548
"Alabama","2020-08-09",-6.5,30.2,1,0,0,1,4887871,93.24,1161,23.7526726871474
"Alabama","2020-08-10",-4.52631578947368,19.3846153846154,1,0,0,1,4887871,93.24,1686,34.4935453492942
"Alabama","2020-08-11",-5,24.5,1,0,0,1,4887871,93.24,831,17.001267013798
"Alabama","2020-08-12",-1.84615384615385,31.2,1,0,0,1,4887871,93.24,935,19.1289827411566
"Alabama","2020-08-13",-6.3,23.9090909090909,1,0,0,1,4887871,93.24,771,15.7737387095527
"Alabama","2020-08-14",-8.91111111111111,19.3076923076923,1,0,0,1,4887871,93.24,752,15.3850214132083
"Alabama","2020-08-15",-5.65116279069767,40.2222222222222,1,0,0,1,4887871,93.24,1271,26.0031412449306
"Alabama","2020-08-16",-7.55263157894737,35.4444444444444,1,0,0,1,4887871,93.24,853,17.4513607253547
"Alabama","2020-08-17",-9.64285714285714,30,1,0,0,1,4887871,93.24,571,11.6819776954015
"Alabama","2020-08-18",-9.07692307692308,28,1,0,0,1,4887871,93.24,1357,27.7625984810156
"Alabama","2020-08-19",-7.84615384615385,29,1,0,0,1,4887871,93.24,1117,22.8524852640342
"Alabama","2020-08-20",-10,18,1,0,0,1,4887871,93.24,971,19.8654997237038
"Alabama","2020-08-21",-11.5555555555556,26,1,0,0,1,4887871,93.24,1183,24.2027663987041
"Alabama","2020-08-22",-12,53,1,0,0,1,4887871,93.24,900,18.4129245636802
"Alabama","2020-08-23",-13.5,34,1,0,0,1,4887871,93.24,528,10.802249077359
"Alabama","2020-08-24",-14.2857142857143,17,1,0,0,1,4887871,93.24,1650,33.757028366747
"Alabama","2020-08-25",-13.7692307692308,9,1,0,0,1,4887871,93.24,532,10.8840842976421
"Alabama","2020-08-26",-9.84615384615385,19,1,0,0,1,4887871,93.24,2012,41.1631158023606
"Alabama","2020-08-27",-12.2352941176471,15,1,0,0,1,4887871,93.24,1769,36.1916261701669
"Alabama","2020-08-28",-15.7222222222222,9,1,0,0,1,4887871,93.24,1162,23.7731314922182
"Alabama","2020-08-29",-12.7058823529412,37,1,0,0,1,4887871,93.24,1704,34.8618038405678
"Alabama","2020-08-30",-15.9375,15,1,0,0,1,4887871,93.24,1346,27.5375516252372
"Alabama","2020-08-31",-11.8571428571429,15,1,0,0,1,4887871,93.24,823,16.837596573232
"Alabama","2020-09-01",-7,20,1,0,0,1,4887871,93.24,1558,31.8748183002375
"Alabama","2020-09-02",-7.53846153846154,32,1,0,0,1,4887871,93.24,623,12.7458355590808
"Alabama","2020-09-03",-3.66666666666667,31,1,0,0,1,4887871,93.24,1046,21.3999101040105
"Alabama","2020-09-04",-5.41176470588235,40,1,0,0,1,4887871,93.24,1108,22.6683560183974
"Alabama","2020-09-05",-8.23529411764706,73,1,0,0,1,4887871,93.24,1410,28.8469151497656
"Alabama","2020-09-06",-8.28571428571429,82,1,0,0,1,4887871,93.24,511,10.4544493911562
"Alabama","2020-09-07",-15.2857142857143,71,1,0,0,1,4887871,93.24,659,13.482352541628
"Alabama","2020-09-08",-9.69230769230769,29,1,0,0,1,4887871,93.24,633,12.9504236097884
"Alabama","2020-09-09",-7.23076923076923,36,1,0,0,1,4887871,93.24,811,16.5920909123829
"Alabama","2020-09-10",-9.94117647058824,33,1,0,0,1,4887871,93.24,1148,23.4867082212276
"Alabama","2020-09-11",-8.13333333333333,43.8461538461538,1,0,0,1,4887871,93.24,1138,23.28212017052
"Alabama","2020-09-12",-6.51162790697674,56.1818181818182,1,0,0,1,4887871,93.24,943,19.2926531817227
"Alabama","2020-09-13",-9.36842105263158,33.9166666666667,1,0,0,1,4887871,93.24,1109,22.6888148234681
"Alabama","2020-09-14",-5.28205128205128,21.2307692307692,1,0,0,1,4887871,93.24,704,14.4029987698121
"Alabama","2020-09-15",-8.64102564102564,12.4444444444444,1,0,0,1,4887871,93.24,701,14.3416223545998
"Alabama","2020-09-16",-24.5897435897436,-2.69230769230769,1,0,0,1,4887871,93.24,927,18.9653123005906
"Alabama","2020-09-17",-8.125,23.3636363636364,1,0,0,1,4887871,93.24,670,13.7073993974064
"Alabama","2020-09-18",-8.25581395348837,34.5714285714286,1,0,0,1,4887871,93.24,1106,22.6274384082559
"Alabama","2020-09-19",-5.53488372093023,46.8,1,0,0,1,4887871,93.24,1301,26.6169053970532
"Alabama","2020-09-20",-6.91891891891892,38.8,1,0,0,1,4887871,93.24,798,16.3261264464631
"Alabama","2020-09-21",-5.13157894736842,19.1538461538462,1,0,0,1,4887871,93.24,818,16.7353025478782
"Alabama","2020-09-22",-5.97435897435897,21,1,0,0,1,4887871,93.24,804,16.4488792768876
"Alabama","2020-09-23",-5.28205128205128,10.2727272727273,1,0,0,1,4887871,93.24,569,11.64106008526
"Alabama","2020-09-24",-13.5121951219512,-19.8571428571429,1,0,0,1,4887871,93.24,1053,21.5431217395058
"Alabama","2020-09-25",-9.11363636363636,7.5,1,0,0,1,4887871,93.24,2452,50.1649900334931
"Alabama","2020-09-26",-10.5813953488372,36.6363636363636,1,0,0,1,4887871,93.24,933,19.0880651310151
"Alabama","2020-09-27",-9.1578947368421,29.3333333333333,1,0,0,1,4887871,93.24,730,14.9349277016517
"Alabama","2020-09-28",-10.7894736842105,-8.69230769230769,1,0,0,1,4887871,93.24,662,13.5437289568403
"Alabama","2020-09-29",-7.35897435897436,12.9090909090909,1,0,0,1,4887871,93.24,571,11.6819776954015
"Alabama","2020-09-30",-1.97368421052632,20.2727272727273,1,0,0,1,4887871,93.24,1147,23.4662494161568
"Alabama","2020-10-01",-0.475,23.25,1,0,0,1,4887871,93.24,1043,21.3385336887983
"Alabama","2020-10-02",-0.581395348837209,29.6,1,0,0,1,4887871,93.24,954,19.517700037501
"Alabama","2020-10-03",-2.5952380952381,40.6363636363636,1,0,0,1,4887871,93.24,1682,34.4117101290112
"Alabama","2020-10-04",-4.10526315789474,34,1,0,0,1,4887871,93.24,789,16.1419972008263
"Alabama","2020-10-05",-2.89473684210526,14.9230769230769,1,0,0,1,4887871,93.24,544,11.1295899584911
"Alabama","2020-10-06",-2.76923076923077,19.2,1,0,0,1,4887871,93.24,764,15.6305270740574
"Alabama","2020-10-07",-3.5,24.1818181818182,1,0,0,1,4887871,93.24,941,19.2517355715812
"Alabama","2020-10-08",-6.525,13.4,1,0,0,1,4887871,93.24,557,11.395554424411
"Alabama","2020-10-09",-11.9545454545455,4.1875,1,0,0,1,4887871,93.24,1490,30.4836195554261
"Alabama","2020-10-10",-18.906976744186,-8.8125,1,0,0,1,4887871,93.24,1061,21.7067921800719
"Alabama","2020-10-11",-12.5,2.86666666666667,1,0,0,1,4887871,93.24,816,16.6943849377367
"Alabama","2020-10-12",-8.73684210526316,14.4615384615385,1,0,0,1,4887871,93.24,734,15.0167629219347
"Alabama","2020-10-13",-6.15384615384615,26.2222222222222,1,0,0,1,4887871,93.24,1117,22.8524852640342
"Alabama","2020-10-14",-5.02631578947368,24.0909090909091,1,0,0,1,4887871,93.24,784,16.0397031754725
"Alabama","2020-10-15",-6.5,16.1818181818182,1,0,0,1,4887871,93.24,1185,24.2436840088456
"Alabama","2020-10-16",-8,18.1428571428571,1,0,0,1,4887871,93.24,1212,24.796071745756
"Alabama","2020-10-17",-6.74418604651163,49.1818181818182,1,0,0,1,4887871,93.24,1288,26.3509409311334
"Alabama","2020-10-18",-7.63157894736842,32.2727272727273,1,0,0,1,4887871,93.24,964,19.7222880882085
"Alabama","2020-10-19",-9.33333333333333,11.5384615384615,1,0,0,1,4887871,93.24,859,17.5741135557792
"Alabama","2020-10-20",-8.61538461538461,20.4,1,0,0,1,4887871,93.24,1043,21.3385336887983
"Alabama","2020-10-21",-6.21052631578947,19.3636363636364,1,0,0,1,4887871,93.24,1146,23.4457906110861
"Alabama","2020-10-22",-8.12195121951219,21.9166666666667,1,0,0,1,4887871,93.24,1390,28.4377390483505
"Alabama","2020-10-23",-8.65909090909091,19.0666666666667,1,0,0,1,4887871,93.24,3852,78.8073171325512
"Alabama","2020-10-24",-14.6511627906977,4.93333333333333,1,0,0,1,4887871,93.24,2360,48.2827799669836
"Alabama","2020-10-25",-10.0789473684211,25.25,1,0,0,1,4887871,93.24,1079,22.0750506713455
"Alabama","2020-10-26",-8.7948717948718,6.76923076923077,1,0,0,1,4887871,93.24,967,19.7836645034208
"Alabama","2020-10-27",-8.15384615384615,12.5454545454545,1,0,0,1,4887871,93.24,1115,22.8115676538927
"Alabama","2020-10-28",-8.925,-13.75,1,0,0,1,4887871,93.24,1269,25.9622236347891
"Alabama","2020-10-29",-9.575,2.5,1,0,0,1,4887871,93.24,1443,29.5220557171006
"Alabama","2020-10-30",-3.58139534883721,9.73333333333333,1,0,0,1,4887871,93.24,1347,27.558010430308
"Alabama","2020-10-31",-3.30232558139535,47.4166666666667,1,0,0,1,4887871,93.24,1789,36.600802271582
"Alabama","2020-11-01",-5.21052631578947,22.0769230769231,1,0,0,1,4887871,93.24,1700,34.7799686202848
"Alabama","2020-11-02",-4.63157894736842,-0.357142857142857,1,0,0,1,4887871,93.24,907,18.5561361991755
"Alabama","2020-11-03",12.0540540540541,30.875,1,0,0,1,4887871,93.24,1037,21.2157808583737
